0	it is dark , brooding and slow , and takes its central idea way too seriously .	It is dark, incubating and slow, and takes its central idea far too seriously.
0	i walked away not really know who ` ` they ' ' were , what ` ` they ' ' looked like .	I left, I don't really know who they were, what they looked like.
1	a first-class , thoroughly involving b movie that effectively combines two surefire , beloved genres - - the prison flick and the fight film .	a first class, involving completely b film that effectively combines two surefire, beloved genres - - the prison film and the combat film.
1	as animation increasingly emphasizes the computer and the cool , this is a film that takes a stand in favor of tradition and warmth .	Since animation is increasingly focusing on the computer and cool, it is a film that takes a stand in favor of tradition and warmth.
0	it ' s hard to care about a film that proposes as epic tragedy the plight of a callow rich boy who is forced to choose between his beautiful , self-satisfied 22 - year-old girlfriend and an equally beautiful , self-satisfied 18 - year-old mistress .	It's hard to worry about a film that proposes as an epic tragedy the fate of a rich boy who is forced to choose between his beautiful, self-satisfied 22-year-old girlfriend and such a beautiful, self-satisfied 18-year-old mistress.
0	this orange has some juice , but it ' s far from fresh-squeezed .	This orange has a little juice, but it is far from being freshly pressed.
0	like an afterschool special with costumes by gianni versace , mad love looks better than it feels .	like a special after school with costumes by gianni versace, crazy love seems better than it feels.
0	this misty-eyed southern nostalgia piece , in treading the line between sappy and sanguine , winds up mired in tear-drenched quicksand .	This piece of hazy-eyed southern nostalgia, walking on the line between sprinkled and blood, is engulfed in tear-like moving sands.
1	it ' s sweet , funny , charming , and completely delightful .	It's sweet, funny, charming, and completely delicious.
1	takes a simple premise and carries it to unexpected heights .	takes a simple premise and the door at unexpected heights.
0	a clumsily manufactured exploitation flick , a style-free exercise in manipulation and mayhem .	A awkwardly crafted exploitation film, a styleless exercise in manipulation and chaos.
0	an inept , tedious spoof of ' 70s kung fu pictures , it contains almost enough chuckles for a three-minute sketch , and no more .	an inept, the tedious outpouring of'70s kung fu images, it contains almost enough chamfers for a three-minute sketch, and no more.
1	from the dull , surreal ache of mortal awareness emerges a radiant character portrait .	from the dull surreal pain of mortal consciousness emerges a portrait of radiant characters.
1	amidst the action , the script carries arnold ( and the viewers ) into the forbidden zone of sympathizing with terrorist motivations by presenting the ` ` other side of the story . ' '	"In the middle of the action, the scenario carries arnold (and viewers) in the area forbidden to sympathize with terrorist motivations by presenting the ""other side of the story ""."
1	i was amused and entertained by the unfolding of bielinsky ' s cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise .	I was amused and amused by the development of Bielinsky's cleverly constructed script, and greatly impressed by the competence of the actors involved in the company.
